"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.338415375E0,3.539049493E0,7.563222588E0,-3.111159315E0,8.911033583E0
2.348359375E0,3.064507597E0,6.095709454E0,-1.583183632E0,7.003952525E0
2.358302375E0,1.414709269E0,4.024603450E0,-8.660056749E-1,4.353022062E0
2.368245375E0,6.647775489E-1,3.023839043E0,-3.708693007E-1,3.118184694E0
2.378188375E0,-1.323944110E-1,2.133900422E0,1.283649192E0,2.493755108E0
2.388131375E0,-2.089880244E0,2.802149463E-1,3.006292133E0,3.672044695E0
2.398074375E0,-4.508886808E0,-1.574077763E-1,4.724249408E0,6.532485738E0
2.408017375E0,-7.107752556E0,1.662928836E0,6.448256797E0,9.739891910E0
2.417960375E0,-6.639191192E0,4.898069295E-1,6.017854947E0,8.974037479E0
2.427903375E0,-6.303700762E0,-2.468853493E0,5.510665122E0,8.729221669E0
2.437846375E0,-6.672822622E0,-4.571780629E0,5.022920798E0,9.521421806E0
2.447789375E0,-6.137927520E0,-6.077864921E0,3.141453154E0,9.191481065E0
2.457732375E0,-4.583531778E0,-6.423796724E0,3.305828619E-1,7.898304434E0
2.467675375E0,-2.697883083E0,-5.554810431E0,-2.395910062E0,6.623811371E0
2.477618375E0,-9.398691648E-1,-4.665760002E0,-3.491142963E0,5.902605326E0
2.487561375E0,1.432203553E0,-4.167003909E0,-4.162871097E0,6.061734436E0
2.497504375E0,3.808454692E0,-3.973949021E0,-6.133346812E0,8.241027914E0
2.507447375E0,6.302373444E0,-3.455913489E0,-7.371134537E0,1.029547830E1
2.517390375E0,7.291781389E0,-2.004240461E0,-8.156116222E0,1.112246769E1
2.527333375E0,7.181858997E0,-1.787661932E0,-7.997789994E0,1.089676459E1
2.537276375E0,7.253994343E0,-2.759756564E0,-6.494406531E0,1.011998055E1
2.547220375E0,6.332576652E0,-2.402492858E0,-4.568139567E0,8.169540874E0
2.557163375E0,4.446815105E0,-2.294880299E-1,-2.347057452E0,5.033438985E0
2.567106375E0,2.500810865E0,9.361915585E-1,-7.165885574E-1,2.764780060E0
2.577049375E0,1.257365958E0,1.839241391E0,1.805834786E0,2.867894231E0
2.586992375E0,-7.805237675E-1,1.838545280E0,7.622788174E0,7.880124723E0
2.596935375E0,-3.181568270E0,2.030129886E-1,1.067656672E1,1.114238160E1
2.606878375E0,-3.773863733E0,-5.571560365E-1,1.312373055E1,1.366692262E1
2.616821375E0,-5.132878858E0,-2.920668431E0,1.123398997E1,1.269170123E1
2.626764375E0,-6.500259594E0,-5.433644428E0,8.538901856E0,1.202874522E1
2.636707375E0,-6.083451351E0,-6.900044253E0,7.998858281E0,1.219018970E1
2.646650375E0,-5.667932419E0,-7.513861563E0,5.137499912E0,1.072275519E1
2.656593375E0,-3.907985997E0,-7.349628478E0,1.372952548E0,8.436491689E0
2.666536375E0,-2.817730538E0,-7.950399481E0,-5.018578656E0,9.815018544E0
2.676479375E0,-1.838800803E0,-5.893758320E0,-1.058666461E1,1.225540872E1
2.686422375E0,-1.264083824E0,-5.517884095E0,-1.268723005E1,1.389283121E1
2.696365375E0,-9.880069524E-1,-5.172513624E0,-1.283836888E1,1.387641058E1
2.706308375E0,7.251991671E-1,-3.091570265E0,-1.139171978E1,1.182603062E1
2.716251375E0,2.984609488E0,-1.251514649E-1,-7.419246597E0,7.998048309E0
2.726194375E0,4.608608147E0,4.379363379E0,-4.020684646E0,7.522233557E0
2.736138375E0,2.420176592E0,1.076789555E1,-1.965049206E0,1.121009579E1
2.746081375E0,-7.322827765E0,1.434896781E1,-4.789673612E-1,1.611664026E1
2.756024375E0,-1.444274311E1,1.536875730E1,3.083799900E0,2.131434614E1
2.765967375E0,-1.561914092E1,1.696074479E1,3.631304523E0,2.334118248E1
2.775910375E0,-1.240148364E1,1.628766595E1,3.878820962E0,2.083578918E1
2.785853375E0,-9.747928298E0,1.282784038E1,5.552437631E0,1.704127808E1
2.795796375E0,-7.948320796E0,9.922023296E0,5.232536463E0,1.374779210E1
2.805739375E0,-3.935004811E0,6.568488999E0,2.491501513E0,8.052135765E0
2.815682375E0,1.877861373E0,1.447527059E0,4.364467013E-1,2.410847081E0
2.825625375E0,8.047431686E0,-2.442626392E0,-1.424180589E0,8.529705199E0
2.835568375E0,1.199518752E1,-5.404918227E0,-6.762408398E0,1.479283043E1
2.845511375E0,1.193302577E1,-8.356519014E0,-1.071810066E1,1.808607740E1
2.855454375E0,1.053265037E1,-1.144853484E1,-1.135835089E1,1.926182257E1
2.865397375E0,1.113105559E1,-1.376365918E1,-9.535511817E0,2.010633478E1
2.875340375E0,1.235352244E1,-1.573988359E1,-7.586543038E0,2.139881042E1
2.885283375E0,1.288745041E1,-1.649319207E1,-5.981125662E0,2.176891424E1
2.895226375E0,1.236675819E1,-1.498532964E1,-5.173595359E0,2.010629010E1
2.905169375E0,1.123882562E1,-1.275948409E1,-4.379603992E0,1.755837597E1
2.915113375E0,9.486306328E0,-1.033979516E1,-3.735868818E0,1.452095340E1
2.925056375E0,-2.201657957E0,-4.758192202E0,-3.373082124E0,6.234209959E0
2.934999375E0,-2.405960140E1,6.671392978E0,-7.547331026E0,2.608321508E1
2.944942375E0,9.069733143E-1,3.447854271E0,-6.396835213E0,7.323237017E0
2.954885375E0,6.665313043E0,-8.540666838E-1,-3.280553152E0,7.477824339E0
2.964828375E0,-1.035522012E0,-3.270582188E0,-2.000668397E0,3.971358422E0
2.974771375E0,2.600325213E0,-3.749046688E0,-1.138947562E0,4.702578424E0
2.984714375E0,1.829714815E0,-1.606547351E0,2.675753710E0,3.617804391E0
2.994657375E0,-8.142146639E0,2.476929667E0,7.669093444E0,1.145620909E1
3.004600375E0,-1.018693491E1,2.264934917E0,-2.813488383E0,1.080829727E1
3.014543375E0,-9.397556704E0,1.115320425E0,-9.354614167E0,1.330664563E1
3.024486375E0,-4.911237225E0,2.787552474E0,-7.508973291E0,9.395497845E0
3.034429375E0,-1.870571065E0,3.612697221E0,-4.037923408E0,5.731966745E0
3.044372375E0,-1.129426541E0,3.655172272E0,-1.785885694E0,4.221999096E0
3.054315375E0,-8.403630030E-1,5.543571498E0,-8.823237920E-1,5.675904351E0
3.064258375E0,2.671446651E-1,7.404043252E0,1.974034915E0,7.667335691E0
3.074201375E0,2.683712355E0,5.543422394E0,4.631448833E0,7.705982230E0
3.084144375E0,3.990960326E0,3.483012702E0,4.591330209E0,7.009953987E0
3.094087375E0,-1.377924435E0,2.496825403E-1,8.054978102E-2,1.402677934E0
3.104031375E0,-1.005152158E0,1.389728502E0,-1.383507649E0,2.203581082E0
3.113973625E0,6.029420739E-1,2.743479670E0,-1.883696895E0,3.382090158E0
3.123916625E0,1.383533084E-1,2.510337441E0,-2.923871536E0,3.856158771E0
3.133859625E0,6.678713107E-1,2.182961777E0,-2.951230658E0,3.731103939E0
3.143802625E0,-8.813443834E-1,1.455428402E0,-5.949262429E0,6.187791465E0
3.153745625E0,-2.817921742E0,9.917708051E-1,-7.770526264E0,8.324984726E0
3.163688625E0,-4.554062980E0,1.974457668E0,-2.648444290E0,5.626031449E0
